가중치가 적용된 열전도도 표준편차,가중치가 적용된 제1이온화 에너지 표준편차,전자 친화도 엔트로피,가중치가 적용된 원자량의 범위,가중치가 적용된 열전도도 범위,평균 전자 친화도,가중치가 적용된 밀도 범위,가중치가 적용된 기하평균 제1이온화 에너지,기하평균 원자 반지름,기하평균 원자량,평균 열전도도,밀도 표준편차,가중치가 적용된 평균 전자 친화도,가중치가 적용된 기하평균 전자 친화도,가중치가 적용된 원자 반지름 범위,EC
very high,,,10.23928228,437.2249786,351.9536156,,934.2138741,158.5776219,-182.206971,,,,,,Intermediate
,very low,,,13.71,,10691,1864.136307,188.9973545,,-124.4891876,5370,34.942,26.45087774,,Simple
high,high,very high,,-329.8109792,87.46946307,,987.674688,139.8133782,-160.7582131,-211.7532934,4056.716785,107.396921,,-176.8973622,Intermediate
,very low,,,5.444455613,190.3354578,,893.4000758,,123.4467848,140.505705,17.08219655,286.2260338,,140.9238048,Simple
low,very low,,7.621238667,47.73333333,61.7,1451.2,1991.208439,94.54836415,14.66819261,109,-12443.45035,,295.1043509,,Simple
very high,medium,very high,,159.1333714,,2793.214028,,138.8146698,181.6628195,104.3311633,4265.961489,55.75274474,331.5460584,,Complex
very high,high,medium,219.7789731,211.1850843,63.31458885,-18780.94847,1919.347185,139.210094,,108.9101335,-7670.860242,-67.02977868,88.60416944,53.29882757,Intermediate
very high,,medium,11.56327856,-216.5476198,72.30042496,,723.7785952,141.2313291,60.81291089,63.35586759,3257.575953,73.69218256,64.99897091,,Intermediate
,high,,19.43104846,221.8788408,254.4589507,2311.322156,940.345157,,-40.20212914,,-8922.247784,114.0842155,,,Intermediate
medium,very high,,,57.12766857,404.1648729,,935.5286524,127.6180332,,107.006645,,113.2714286,,50.47857143,Intermediate
,low,medium,49.88636218,-87.80144336,63.17235806,-5777.043603,720.1295521,291.8339558,72.88646019,60.36932264,,58.43559707,,47.90206012,Intermediate
,high,,29.91766052,59.49097316,,1937.852704,,137.0490851,60.21059154,,15130.46832,109.6826157,107.6851839,48.8853582,Intermediate
high,medium,low,23.51405455,145.4521291,267.2369079,3258.051909,703.9593503,263.464857,64.5702746,125.265316,5026.19189,60.55545455,22.09009176,,Intermediate
low,very low,very low,0.894333333,35.33333333,14.85,1060.666667,778.6586444,112.316517,,394.0403734,,-121.906974,10.60546769,9.666666667,Simple
high,high,very high,,,282.4911799,1967.015803,934.2600701,349.9929446,59.20909798,,3914.331937,106.6184617,93.67968924,33.03741202,Complex
very low,very low,very low,15.73209583,,183.532689,-20886.64499,1015.029963,109.7393318,29.84415249,33.70761326,57.17980789,158.1304203,243.729182,355.9991978,Simple
very high,,high,,92.62670453,,2457.3775,950.8535744,,63.80028355,,10992.06847,,94.27859126,,Intermediate
,low,very low,51.56112198,23.81000247,,,1435.797713,139.1823887,122.4365557,133.3410418,-10238.06718,,71.63399504,,Simple
,high,,,,,20107.6013,940.5702439,140.2007826,354.3693619,112.4797837,3057.438736,-178.7509735,91.32924856,,Complex
low,,very low,,39.09614174,115.4126743,,904.4553056,,,203.1922835,8606.324175,,,-147.4942037,Simple
high,low,medium,187.0969442,139.5895639,84.2863407,1836.363226,860.1293812,133.7760659,,,,,260.2490922,,Simple
,medium,low,,144.9284904,69.13316196,-15751.87148,,,74.24450044,460.7265031,6868.705923,52.18502371,46.82521743,-216.6607864,Complex
high,very low,low,25.24924219,345.7408132,244.6523405,-21122.66388,1376.183527,285.2468346,136.7864868,112.7616478,,155.9756999,,277.5313348,Simple
,low,very low,16.80826254,292.3574144,,2715.521169,802.8913456,167.0063037,45.1874758,63.22626115,299.5532297,,17.01667769,97.67708708,Simple
very low,medium,very low,72.56458066,,195.7356764,5490.421028,,,343.7865318,,,,,58.92006141,Simple
,high,medium,,118.2655771,80.61013298,20503.27303,943.1738858,142.9001401,286.3477478,,,107.2654118,95.26626479,-164.7937122,Intermediate
very high,medium,medium,47.22150437,25.19387683,51.91163399,4038.245188,1556.304173,255.7160697,-99.35597647,,4243.110443,416.1905399,42.83398674,62.07038251,Intermediate
,high,high,,,,1303.237867,946.3314732,,-126.7710557,111.4323686,,105.5721639,427.7673707,161.5447396,Complex
low,medium,medium,,,77.26655669,,950.6792127,309.9578843,45.26149132,28.69098526,,59.51500094,74.75392945,46.15952252,Complex
very high,very high,high,-53.01678034,,,,1752.522676,159.7786815,,-117.296986,,106.8327328,,75.0639414,Intermediate
medium,medium,very high,-209.4067481,-155.5133716,,511.1426,1402.492595,116.1347652,59.70808011,-94.64715031,4701.884226,,96.30231885,26.6,Complex
medium,very high,medium,,56.4194569,345.4404503,12284.75455,,,68.76378469,96.87918708,4100.523169,-17.35787348,,47.20229424,Intermediate
medium,,low,,3.77016408,54.5890168,22336.59388,885.896569,156.1307907,22.86320806,468.5009566,,43.99430615,56.88239155,289.8552963,Simple
low,very low,,47.84748527,24.77187562,61.13084511,3174.750832,,154.5347014,,37.53086177,,55.99177877,,239.555718,Simple
,low,very high,57.99567029,28.79652251,,-20430.71401,763.6804563,158.8422664,42.00477214,137.059901,3136.518656,,47.2975229,57.14920045,Complex
,high,,-74.15615763,,66.46567482,23726.16715,951.5316703,,79.00214042,,5758.984622,-142.9364484,86.68950384,,Complex
,medium,very high,25.7748118,148.6117631,263.1064926,3086.017151,935.920123,255.9297844,58.11251187,112.2934907,3750.444316,106.1855031,45.3299142,11.77316801,Complex
,,,58.03170818,21.41919799,271.5919288,4459.624149,698.7131792,148.8250616,46.10575646,,,-173.5435385,194.1119674,162.4420517,Simple
medium,medium,very high,112.6050905,53.47928795,,,954.9827985,,57.89775318,415.7431204,17643.95151,107.9074502,,33.09608692,Intermediate
,very low,,,,70.13888455,4924.168415,,346.492223,82.7823567,102.3009606,,,,298.9945118,Simple
high,very high,,15.85352358,342.0289428,63.01273464,16561.87464,1598.375844,140.7722743,,272.1314727,,108.433032,111.1379218,-138.468999,Intermediate
very high,very high,medium,6.888844998,181.3021815,,2019.658081,951.2721708,141.869546,57.80932358,329.4113183,8889.7667,260.8517109,93.32423955,36.1110507,Intermediate
high,,low,158.6247775,,,1884.943296,957.7395296,132.33914,,,,,110.250287,339.6387885,Complex
,medium,high,26.77139631,-257.8905402,68.37222205,1353.219197,702.0494844,242.2111633,58.41092113,111.4715906,4817.071209,58.54598184,44.97212417,,Complex
very low,,low,21.34632574,25.80157687,164.3456572,13613.02767,875.8242072,,-206.5789993,,,,248.9076399,245.9832717,Simple
high,medium,very high,,325.7745388,74.62166667,2933.761833,725.3422551,136.7699812,,,-3272.87645,76.79994375,45.44935966,-50.69618729,Complex
high,,,18.04430769,61.52414923,60.484,1377.692077,1629.626921,,64.81266197,221.6530673,4506.89548,99.44384615,64.40415693,292.3657922,Intermediate
high,very high,high,,52.61330727,79.90789515,1885.672641,949.5841864,295.7542356,37.68069242,108.7653421,3228.855406,,51.31747066,27.34084554,Intermediate
high,medium,,48.96080803,453.3783977,,1822.448773,,145.9125513,,,,,196.062055,29.53306953,Simple
very high,,,11.10596732,270.2523869,59.92237126,3520.76373,750.8506874,341.5282503,164.1362401,86.69891615,3097.941704,,,,Intermediate
,medium,medium,-92.07297179,53.31915733,45.83571429,1803.7712,987.4378124,160.2353101,70.60148274,96.90379714,4367.051752,211.086327,,,Complex
medium,,high,5.536312187,296.7895309,71.07164102,2931.890086,,131.9125187,-29.50467279,,,,307.3767003,26.47399615,Intermediate
very low,medium,very low,,334.5363495,,2276.063158,976.6793092,143.8676996,,,,151.9558761,,9.385975519,Intermediate
low,,very low,,-366.219857,,,788.2618632,162.9665302,63.95342201,457.5950939,-7710.446868,45.37660322,,-121.7493658,Simple
very low,low,very low,12.31043898,250.2300631,,2292.615348,966.0487854,91.25155527,,95.42036995,73.39984921,,104.6436983,5.71637623,Simple
,,high,,124.0332518,72.73078245,2689.121554,1355.079284,143.0418477,,233.6535057,2888.706946,-162.832444,321.6941756,22.47012821,Intermediate
high,high,low,10.80544444,,365.2765707,16135.65048,945.7093318,139.7433718,,132.805316,16575.27866,239.5561338,68.34988209,23.86111111,Intermediate
,,high,51.0664361,,71.78333333,22382.99524,1315.472353,136.3554345,-123.3778621,,,71.98475,,,Complex
,medium,,204.3899963,131.5903507,48.85714286,2947.503043,737.0959258,147.9856652,68.92936867,-184.5204124,-9157.064965,68.69820731,33.44215483,-229.877644,Complex
,,,,162.6255487,77.76214319,3221.756667,875.4195262,294.1936112,,98.52863858,3067.324124,74.52842861,95.67989196,,Intermediate
medium,medium,low,,302.4374365,90.33333333,,,134.9008875,,76.00886,8735.481015,,119.024835,-286.4586643,Simple
high,very high,,22.89986105,,66.5815674,1966.604297,959.3091921,152.4320356,,,16839.36426,109.6616145,,,Complex
,high,,123.2532571,36.34913818,354.3800623,1546.238727,953.1185826,127.4036947,82.65289964,95.605316,,,73.83038864,,Intermediate
,very high,low,26.96331663,24.98273438,101.7466311,3536.466337,802.6505641,,22.3988552,,1926.375201,90.4683905,198.9208756,,Intermediate
very high,high,high,,110.7549185,71.69,2480.461308,,148.7373524,70.35897547,,-6230.334576,115.1011538,98.05988498,33.63076923,Intermediate
very low,,,,32.43083206,75.37292301,4620.364011,,147.1266066,30.70368538,,372.1437072,69.71812872,,42.99327315,Simple
,low,,,-146.8940916,70.33932538,,1777.602358,309.8793355,-86.60851435,,,,46.48898698,180.4625948,Complex
very high,medium,,,171.4247743,272.9476574,3839.795857,702.4241965,230.8184168,59.35667247,,,,278.6410098,,Intermediate
,,low,,,,,,,51.86322518,103.8329387,,-247.223847,,,Intermediate
low,low,very low,-176.2649676,34.16277264,,,,197.4344098,24.1638637,,,67.13734352,,322.7029404,Simple
very high,high,,,90.74937039,76.87959453,1628.499592,945.6231896,341.6892321,57.65772166,109.9228054,-4406.470147,106.5915757,407.317124,54.40257261,Intermediate
,low,low,,-314.533117,90.49735652,1850.523897,852.0821675,,,80.3704035,-8211.890363,66.71312725,,-56.31383383,Intermediate
high,very high,high,30.38945909,57.12878024,63.78666667,-21151.80673,940.0836939,154.7291787,,108.00443,3130.908021,111.8766929,203.9275155,41.92338684,Complex
,very low,low,48.62221428,5.911942811,118.8406088,735.4226941,,131.6460756,130.717927,225.6682027,-435.8208086,,118.7151947,86.97757843,Simple
very high,,very high,-80.80596458,,249.7740421,2551.261114,949.8341184,162.1454151,62.12511238,90.46046568,,,341.0427282,,Intermediate
high,medium,,263.6845489,133.33038,,2986.507889,1714.48321,307.5647884,,130.3877633,5013.835346,58.67722222,,-221.0967692,Complex
low,medium,high,-175.4976623,18.74577832,,,879.241533,,88.44266718,43.54724691,4029.109554,,65.83640613,,Complex
,low,very low,7.368866667,-182.907312,101.9,2079.428571,,239.2836055,,,-4369.334244,,,-99.38142098,Simple
low,medium,very high,-180.2294477,-355.1888115,91.86,,838.7126707,96.6336909,25.04325682,30.841416,,93.3515,,46.4975,Intermediate
very low,low,,-52.90273177,,124.7917344,-19740.74454,,,211.3443845,112.4969993,,,150.3363031,,Complex
high,high,very high,,,,1929.076692,,147.8549495,333.3182913,89.2612332,2732.79524,108.0932932,78.21854793,365.7683613,Complex
medium,,low,,,,,790.207399,121.0288928,-160.1532752,,,165.2292391,277.853071,51.88013465,Simple
,medium,,50.245175,,,,708.9004287,264.6953417,69.8541157,109.1183682,3848.097255,-175.5934259,41.39646783,,Complex
high,very high,high,9.639088385,,70.3748433,1160.500831,2021.80491,,270.0903478,109.2371449,3983.993761,110.353245,88.82952592,,Intermediate
medium,,very high,35.24453152,304.8603223,,,,129.2466464,63.46529346,415.7998791,20555.25745,-86.78917829,39.97698734,46.66820119,Intermediate
,medium,low,196.9433603,513.9684483,,12667.74251,715.0262207,237.7287504,59.49483122,31.23434333,,-55.92447284,287.4674293,51.14898216,Intermediate
very low,very low,low,-164.8308833,-398.7513572,,-18193.92334,635.9450256,151.6473917,-81.19886006,,9710.791345,277.4622011,46.98728568,,Simple
low,,very low,-58.83880885,32.67434611,398.2250949,2264.559894,967.2540157,118.1665125,,103.1208851,18112.49715,,140.6530819,,Simple
,very high,,-0.104442698,126.654172,,2431.735605,937.6117364,138.0199599,175.6212957,,3456.511041,104.073114,88.05000185,236.5883723,Complex
very high,high,low,,403.2507616,77.2375,,,278.5892232,269.5419164,-42.50170702,3194.938946,,243.9587271,22.7202473,Intermediate
,very low,very low,116.1685687,33.04150807,45.60708804,5614.460856,603.2431794,203.6554115,,29.23829844,,52.35453971,65.51098154,-217.4516514,Simple
,low,medium,,,113.1,,,,,148.55125,2856.758434,,135.539197,-60.29877545,Intermediate
high,high,,264.2878517,89.21645692,,1997.999769,,139.595299,-92.41127866,,3084.729342,108.2584615,83.67146965,37.83076923,Intermediate
very high,low,very high,57.14741466,154.7065597,,-5284.730057,733.9304703,144.9347862,82.99733999,107.6052869,4696.694749,51.95740331,37.78514568,53.59178269,Complex
high,medium,high,51.95043403,97.9966775,71.78333333,2444.821375,1642.593447,,-69.82774773,123.8377633,16663.44982,72.80525,36.02225493,,Complex
,,high,,264.4098678,68.53909052,-10172.96511,942.5114486,134.2323612,210.9935394,112.7714047,3084.076682,107.9067901,,46.41591275,Intermediate
,low,low,-186.9481378,21.364,,,759.1297025,,,-285.9850084,3273.112615,304.3047426,36.08834443,,Intermediate
medium,,high,11.14849872,5.236915856,,-19613.21438,,311.0354247,,30.61809456,,,294.3288289,,Complex
medium,very high,,31.91237542,56.86758854,,,,373.948857,77.50893798,89.605316,3103.613849,,235.0406121,44.74175199,Intermediate
very high,,,120.8035571,,62.09,,935.7117641,378.2530117,,111.005316,3084.729342,108.8941176,,,Intermediate
very high,,very high,54.28970814,73.32930156,75.63325219,,1430.649444,159.6502337,65.99825705,108.7983958,3972.626533,108.2619977,,,Complex
high,high,medium,,79.984052,245.0275795,1791.1426,1565.702776,,-51.27067867,107.756645,3479.091647,,,-143.3674235,Intermediate
,,very low,,110.0899143,,,,330.7184513,,95.29747293,6057.770623,58.2505361,16.25954872,,Simple
high,medium,,177.5515778,18.56819076,,1982.675331,,122.0629179,46.08882891,111.1680954,-5303.766667,76.18184668,52.1809508,285.4017713,Complex
low,,very low,28.6460608,35.7969386,98.99280242,21100.86306,805.2743133,132.1137963,-89.80187127,35.54712038,5250.554241,85.39127916,73.68943227,,Intermediate
medium,,very low,,87.33333333,339.2829699,,,153.8310762,117.1883104,,14036.50677,-135.1062808,,,Simple
very low,very low,very low,6.101151917,411.5710079,373.8412589,-4330.560113,,,8.656942405,,188.4587317,146.0427192,,15.51920352,Simple
very low,medium,,58.99262254,18.65714744,68.94615034,5441.214606,,,85.91526188,-157.3687082,,-44.2362132,360.0760177,93.18883468,Intermediate
,high,,,71.47212342,82.14518362,2151.721009,,129.1310987,58.6527254,150.3704561,3992.008022,100.422586,120.4392017,-128.517327,Complex
high,high,medium,6.527484889,95.11295448,399.1759446,2095.433284,,370.2177492,60.48174432,123.098802,,109.7538241,,30.2459023,Complex
,very low,very low,125.5241221,,132.697239,,,200.3047823,126.9647891,-87.908966,15670.42381,,206.3332269,,Simple
,,,,,213.2855293,,1024.647602,97.51576522,21.48698739,13.58744665,18849.85332,,,,Simple
very low,,,31.71960861,58.38157595,,2290.076566,1731.841783,152.1271167,65.13727559,,4336.068676,96.9240098,48.14681448,,Intermediate
medium,high,very high,0.037405354,55.18203837,,,932.2806479,,47.93940078,-67.68847409,,105.3443481,,27.72887356,Complex
very low,medium,,-191.0025014,,365.445545,23889.08945,,,,48.52782231,,8.469093206,228.1734053,71.23530605,Simple
medium,,very low,,,,,1444.855321,178.3579639,74.04180567,369.0183716,6170.602839,37.87826734,45.55187617,25.74112364,Simple
very low,very low,very low,-68.65372011,-317.0725032,54.07462742,,,194.7895013,245.2557392,,-11803.80169,35.33161989,,,Simple
,low,,-102.2392303,,320.1523628,,797.9129085,,73.05653376,15.76991918,6606.548213,131.5727716,126.5136056,77.54105337,Simple
low,low,medium,50.1600957,12.16481399,186.6334877,25493.54101,1586.694688,159.3787814,78.08996564,67.07015152,7907.309905,,48.21575024,75.88211547,Simple
medium,,medium,176.393269,62.9488358,72.69960236,1250.421189,1498.725799,136.6174856,58.06071409,-213.5160468,,,,,Complex
,low,very high,12.78810437,,74.07487841,,932.0690724,258.9929809,,,,,,,Complex
,very high,,8.14912997,94.2309025,69.1301634,2201.859401,1784.825623,140.0938013,-148.2184359,102.8905601,,93.44661794,,21.42167798,Intermediate
,,medium,-118.8315884,,212.1365338,2400.079543,1898.080224,240.5123021,64.16806026,,3112.243092,91.14307102,88.05352469,,Intermediate
high,high,high,31.15716289,-265.0922109,340.7249275,2627.930886,1242.384523,138.2337413,246.7170965,458.5463826,,,338.4576283,,Complex
high,,very high,189.8196771,57.08437487,326.1036475,747.1925584,944.3739934,348.9697141,,,4498.176578,105.3682332,84.7478314,-116.0811516,Complex
,high,high,27.77688,52.785824,56.87142857,,946.5707147,143.8238006,63.87217666,111.4323686,3502.293079,105.9528333,,-271.6464853,Complex
very low,low,,,,72.76157892,2749.768448,,160.5835927,,32.54187067,-8539.880975,76.14604139,340.0994122,58.29326371,Intermediate
medium,very low,low,-189.3396448,65.23664064,27.85912155,,785.6244017,111.6490105,,,,4.267416893,,-250.4389963,Simple
high,medium,medium,,-386.8968731,50.65333333,2986.547583,699.7850927,144.5246856,78.24106661,112.05443,5160.715157,56.91416667,308.8519167,44.5,Complex
,very high,very high,-56.4590431,-118.5507822,63.16876934,21313.12074,,280.0247855,97.77308341,,,,,,Complex
medium,,very low,,401.2915377,237.6934271,,747.0820425,134.6291202,,,1818.5,119.984,119.9838198,107.2,Simple
medium,high,high,,49.45851892,71.78333333,20129.84828,945.5304567,136.3554345,59.41021507,123.8377633,,104.947391,68.14548506,27.7329574,Complex
medium,,very high,,128.2780214,,2302.679953,,243.4869536,57.58095539,113.0550419,4380.805134,53.12888255,400.9345704,28.11005228,Complex
very high,,medium,185.3765221,,63.81825541,1636.529809,1691.004089,162.0909934,,,2957.874313,107.2763195,81.24716306,62.82852219,Complex
high,,medium,,109.2779876,68.68845277,,,131.8069704,264.122278,114.8500053,,107.7148209,398.8389346,42.30362922,Intermediate
,medium,high,,,,-9111.613425,,278.485526,60.56868726,-255.0185896,,53.65348043,42.67198173,64.88468884,Complex
